Time,Temperature - E+R IAQ 3 F,Humidity - E+R IAQ 3 %,Carbon Dioxide (CO2) - E+R IAQ 3 ppm,Volatile Organic Compounds (VOC) - E+R IAQ 3 ppb,Particulate Matter (PM2.5) - E+R IAQ 3 ug/m3,Particulate Matter (PM10) - E+R IAQ 3 ug/m3,Formaldehyde (HCHO) - E+R IAQ 3 mg/m3,Carbon Monoxide (CO) - E+R IAQ 3 ppm,Temperature - E+R IAQ 8 F,Humidity - E+R IAQ 8 %,Carbon Dioxide (CO2) - E+R IAQ 8 ppm,Volatile Organic Compounds (VOC) - E+R IAQ 8 ppb,Particulate Matter (PM2.5) - E+R IAQ 8 ug/m3,Particulate Matter (PM10) - E+R IAQ 8 ug/m3,Formaldehyde (HCHO) - E+R IAQ 8 mg/m3,Carbon Monoxide (CO) - E+R IAQ 8 ppm,Temperature - E+R IAQ 1 F,Humidity - E+R IAQ 1 %,Carbon Dioxide (CO2) - E+R IAQ 1 ppm,Volatile Organic Compounds (VOC) - E+R IAQ 1 ppb,Particulate Matter (PM2.5) - E+R IAQ 1 ug/m3,Particulate Matter (PM10) - E+R IAQ 1 ug/m3,Formaldehyde (HCHO) - E+R IAQ 1 mg/m3,Carbon Monoxide (CO) - E+R IAQ 1 ppm,Temperature - E+R IAQ 5 F,Humidity - E+R IAQ 5 %,Carbon Dioxide (CO2) - E+R IAQ 5 ppm,Volatile Organic Compounds (VOC) - E+R IAQ 5 ppb,Particulate Matter (PM2.5) - E+R IAQ 5 ug/m3,Particulate Matter (PM10) - E+R IAQ 5 ug/m3,Formaldehyde (HCHO) - E+R IAQ 5 mg/m3,Carbon Monoxide (CO) - E+R IAQ 5 ppm,Temperature - E+R IAQ 11 F,Humidity - E+R IAQ 11 %,Carbon Dioxide (CO2) - E+R IAQ 11 ppm,Volatile Organic Compounds (VOC) - E+R IAQ 11 ppb,Particulate Matter (PM2.5) - E+R IAQ 11 ug/m3,Particulate Matter (PM10) - E+R IAQ 11 ug/m3,Formaldehyde (HCHO) - E+R IAQ 11 mg/m3,Carbon Monoxide (CO) - E+R IAQ 11 ppm,Temperature - E+R  IAQ 10 F,Humidity - E+R  IAQ 10 %,Carbon Dioxide (CO2) - E+R  IAQ 10 ppm,Volatile Organic Compounds (VOC) - E+R  IAQ 10 ppb,Particulate Matter (PM2.5) - E+R  IAQ 10 ug/m3,Particulate Matter (PM10) - E+R  IAQ 10 ug/m3,Formaldehyde (HCHO) - E+R  IAQ 10 mg/m3,Carbon Monoxide (CO) - E+R  IAQ 10 ppm
9/22/2023 19:35,74.27816907,46.59895325,734,0,35,43,0,0,74.06581213,57.05122375,948,263,29,34,0.03,0,82.34773254,51.66868591,271,27,25,26,0.01,0,72.28008337,51.53326416,368,13,23,23,0,0.746,,,,,,,,,74.78975623,51.02018738,556,787,230,241,0,0
9/22/2023 19:40,74.12855396,46.8011322,714,0,32,38,0,0,74.07063843,55.50627136,932,211,28,32,0.028,0,82.30912219,52.04443359,273,52,27,28,0.01,0,72.14977344,50.9190979,366,10,21,22,0,0.636,,,,,,,,,74.36986865,50.44989014,550,733,236,249,0,0
9/22/2023 19:45,74.19612207,46.67333984,707,0,31,36,0,0,74.27334277,54.57167053,909,150,31,37,0.02,0,82.23190149,51.93952942,284,6,23,25,0.01,0,72.28490967,51.20329285,365,16,16,16,0,0.694,,,,,,,,,74.11890137,49.97114563,544,641,215,227,0,0
9/22/2023 19:50,73.85828149,46.54364014,691,0,28,30,0,0,74.22507983,55.16485596,911,202,36,44,0.029,0,82.25603296,52.32481384,293,44,24,25,0.01,0,72.06772644,51.16323853,363,11,25,27,0,0.565,,,,,,,,,73.85828149,49.5934906,541,665,285,300,0,0
9/22/2023 19:55,73.94998108,46.71148682,688,0,28,32,0,0,74.26851648,53.89837646,958,193,29,34,0.023,0,82.36703772,52.63189697,296,82,25,26,0.01,0,72.22216785,50.89239502,360,18,22,23,0,0.614,,,,,,,,,73.67005603,49.21774292,539,601,257,269,0,0
9/22/2023 20:00,,,,,,,,,74.31195313,55.4490509,978,200,38,47,0.025,0,,,,,,,,,72.04359497,51.23762512,359,13,19,19,0,0.539,,,,,,,,,73.4576991,48.89730835,539,733,203,213,0.006,0
9/22/2023 20:05,,,,,,,,,74.15751172,54.40000916,977,176,34,42,0.024,0,82.52630542,53.70954895,315,166,26,27,0.02,0,72.15942603,51.31010437,357,16,19,20,0,0.572,,,,,,,,,73.20673181,48.71992493,539,673,175,184,0,0
9/22/2023 20:10,,,,,,,,,74.11890137,54.07575989,955,167,33,40,0.023,0,82.56491577,54.03952026,316,184,26,28,0.02,0,72.28490967,51.56950378,357,24,27,29,0,0.577,,,,,,,,,73.03781152,48.48722839,539,628,155,161,0,0
9/22/2023 20:15,,,,,,,,,74.06581213,54.71853638,920,165,33,40,0.028,0,82.57939465,54.39237976,317,199,25,26,0.02,0,72.13529456,51.77168274,355,22,18,19,0,0.553,74.78492993,65.84410095,727,336,18,18,0.063,0,72.92198047,48.22782898,538,589,139,145,0,0
9/22/2023 20:20,,,,,,,,,74.06581213,53.75914001,901,167,31,37,0.024,0,82.56974207,54.36376953,317,196,26,28,0.02,0,72.16425232,51.38449097,355,27,19,19,0,0.521,,,,,,,,,72.71444983,48.16107178,535,517,126,132,0,0
9/22/2023 20:25,,,,,,,,,73.98859143,53.76867676,892,151,29,33,0.023,0,82.53113171,54.57357788,317,207,26,26,0.024,0,72.2607782,51.51037598,353,27,22,23,0,0.525,,,,,,,,,72.56000842,48.31175232,532,480,113,118,0,0
9/22/2023 20:30,74.29264795,47.44390869,864,0,123,137,0.01,0,73.9306759,54.77766418,875,136,34,40,0.026,0,82.52147913,54.6803894,317,217,26,27,0.023,0,72.16907861,51.970047,353,25,21,21,0,0.5,,,,,,,,,72.38143555,48.99458313,534,493,96,99,0,0
9/22/2023 20:35,74.23473242,46.74581909,865,0,73,81,0.002,0,73.75692932,54.80436707,863,137,31,36,0.024,0,82.51182654,54.73760986,317,221,26,27,0.021,0,72.14977344,51.60192871,353,25,26,28,0,0.479,,,,,,,,,72.33317261,48.74472046,536,447,84,87,0,0
9/22/2023 20:40,74.39400012,47.08151245,886,0,65,75,0,0,73.81001855,53.96513367,863,133,31,36,0.023,0,82.50700024,54.89019775,317,230,26,28,0.024,0,72.23182043,51.64770508,353,31,18,18,0,0.495,,,,,,,,,72.11116309,49.96923828,533,426,73,78,0,0
9/22/2023 20:45,74.35056348,46.53601074,907,0,57,70,0,0,73.92102332,54.23025513,883,127,32,37,0.02,0,82.45391101,55.88011169,442,409,25,26,0.035,0,72.24147302,52.07495117,362,33,22,24,0,0.507,74.20094836,64.8770752,662,131,17,18,0,0,71.97120056,55.65885925,533,504,89,96,0.01,0
9/22/2023 20:50,74.22025354,47.42292786,969,0,55,68,0,0,74.04650696,55.36894226,849,114,45,57,0.023,0,,,,,,,,,72.24147302,51.63244629,379,55,18,18,0,0.477,,,,,,,,,72.75306018,58.03923035,540,577,167,175,0.014,0
9/22/2023 20:55,74.51465747,47.22265625,1014,0,77,88,0,0,74.15268542,55.5901947,794,104,63,76,0.02,0,82.5456106,56.33024597,543,364,25,26,0.03,0,72.22699414,51.970047,394,275,30,35,0.018,0.499,74.55326782,65.0144043,697,145,17,19,0,0,73.24534216,60.09153748,539,571,115,119,0.01,0
9/22/2023 21:00,74.32643201,46.55889893,942,0,98,107,0,0,74.16716431,54.8253479,758,111,52,65,0.02,0,82.58904724,55.82289124,407,294,29,31,0.027,0,72.00015833,50.38694763,410,702,57,68,0.036,0.372,74.65944629,65.10786438,700,150,17,18,0,0,73.54457239,61.66319275,546,641,91,95,0.012,0
9/22/2023 21:05,74.54361523,46.83737183,954,0,99,105,0,0,74.15751172,55.55967712,775,641,53,68,0.053,0,82.49734766,54.53924561,367,214,43,52,0.02,0,71.44513452,50.51664734,425,769,67,77,0.034,0.067,,,,,,,,,,,,,,,,
9/22/2023 21:10,74.28782166,46.11257935,949,0,84,91,0,0,74.14303284,54.74905396,783,1498,49,63,0.099,0,,,,,,,,,71.84571692,51.46269226,458,912,66,77,0.035,0.253,,,,,,,,,,,,,,,,
9/22/2023 21:15,74.13338025,46.3891449,938,0,75,81,0,0,74.20094836,54.62507629,795,1927,49,63,0.088,0,81.63344104,56.73078918,468,306,38,44,0.021,0,71.79745398,50.39076233,474,579,55,69,0.029,0.232,74.92489246,64.91331482,795,166,17,17,0,0,74.12372766,64.30487061,571,4457,65,73,0.02,0
9/22/2023 21:20,74.04168066,46.69050598,955,0,69,77,0,0,74.18164319,55.28311157,801,1622,51,66,0.054,0,81.63826733,57.13705444,514,356,37,43,0.029,0,72.00498462,50.54144287,483,528,52,66,0.022,0.362,75.02141833,65.14219666,803,172,18,19,0,0,74.23955872,64.8065033,575,6476,61,71,0.02,0
9/22/2023 21:25,74.0127229,47.0796051,999,0,64,74,0,0,74.20577466,54.42671204,794,1431,51,64,0.039,0,81.65274622,57.37547302,542,376,36,41,0.03,0,71.8601958,51.14416504,488,439,48,61,0.02,0.359,75.1275968,65.2890625,820,176,17,18,0,0,74.35056348,65.15936279,578,5950,66,76,0.028,0
9/22/2023 21:30,73.85828149,46.58750916,991,0,56,69,0,0,74.22025354,53.74197388,763,1330,51,65,0.03,0,81.23768494,57.43460083,530,285,34,38,0.02,0,71.99050574,50.85806274,495,400,46,58,0.016,0.401,74.60153076,64.66917419,808,154,18,18,0.001,0,74.43261047,65.2890625,582,5027,128,132,0.023,0
9/22/2023 21:35,74.0899436,46.86026001,996,0,55,69,0,0,74.18646948,53.99755859,728,1227,52,66,0.03,0,81.03498059,57.94767761,498,327,32,36,0.023,0,71.95189539,51.26051331,502,376,44,55,0.017,0.409,,,,,,,,,74.51948376,64.69396973,586,4094,94,97,0.007,0
9/22/2023 21:40,74.06098584,46.89268494,1006,0,106,117,0,0,74.12855396,53.57221985,710,1157,51,64,0.03,0,81.00602283,58.13269043,492,352,33,38,0.029,0,71.86984839,51.14988708,510,340,42,52,0.01,0.36,,,,,,,,,74.12855396,60.18690491,587,3110,74,78,0,0
9/22/2023 21:45,73.94515479,47.01094055,1001,0,76,84,0,0,74.13338025,53.18121338,694,1094,50,65,0.03,0,80.95293359,58.31770325,487,368,32,36,0.03,0,71.97602686,51.28530884,517,339,40,50,0.01,0.46,,,,,,,,,73.40943616,57.77220154,588,2744,63,72,0,0
9/22/2023 21:50,73.49148315,46.5226593,963,0,60,72,0,0,74.09959619,53.30709839,681,1044,50,64,0.03,0,80.89019177,58.5275116,481,381,31,35,0.03,0,72.00015833,51.91282654,517,383,39,48,0.01,0.535,,,,,,,,,73.33704175,60.7591095,588,2708,58,69,0.005,0
9/22/2023 21:55,73.41426245,47.09104919,949,0,63,75,0,0,74.08511731,53.63516235,668,962,47,61,0.03,0,80.84192883,58.69726563,480,392,31,34,0.03,0,71.87950098,51.46459961,520,340,37,45,0.01,0.489,,,,,,,,,73.54939868,63.16427612,588,2845,55,67,0.022,0
9/22/2023 22:00,73.34669434,46.85835266,944,0,156,180,0,0,74.08029102,53.44442749,660,919,46,58,0.03,0,80.74540295,58.96810913,479,386,30,33,0.03,0,72.01463721,51.59811401,525,330,36,43,0.01,0.473,75.17585974,63.85664368,800,507,28,28,0.061,0,73.7714082,64.48225403,592,3155,52,65,0.04,0
9/22/2023 22:05,73.24534216,47.27987671,940,0,162,188,0,0,74.08029102,52.4526062,656,891,45,57,0.03,0,81.20872717,57.48609924,482,355,29,30,0.026,0,72.05324756,52.19129944,527,296,35,42,0.01,0.466,73.59283533,63.97680664,750,338,23,25,0.033,0,73.94515479,64.93238831,597,3105,50,63,0.03,0
9/22/2023 22:10,73.25499475,47.02238464,938,0,162,187,0,0,74.0127229,52.22372437,646,847,43,55,0.03,0,81.5079574,55.34986877,492,343,27,29,0.029,0,71.91811133,52.13598633,527,265,33,39,0.01,0.424,74.10924878,63.9005127,735,344,22,23,0.03,0,74.10442249,64.84655762,603,3077,123,129,0.028,0
9/22/2023 22:15,73.02333264,47.34854126,946,0,173,197,0,0,73.96928625,52.62617493,631,799,42,53,0.03,0,81.62861475,54.10246277,495,340,28,30,0.03,0,71.96637427,51.84797668,534,263,34,40,0.01,0.413,74.65462,63.4065094,754,352,22,22,0.03,0,74.24438501,64.68824768,607,2887,119,124,0.02,0
9/22/2023 22:20,73.15846887,47.24554443,945,0,188,218,0,0,73.98376514,52.54797363,625,760,41,51,0.031,0,81.65274622,53.2956543,493,346,27,28,0.03,0,71.86984839,52.25614929,536,253,33,39,0.01,0.386,74.82836658,63.27490234,775,350,21,21,0.03,0,74.34573718,64.43457031,609,2821,204,214,0.02,0
9/22/2023 22:25,72.85923865,47.17115784,947,0,229,266,0,0,73.97893884,52.57658386,618,712,41,51,0.031,0,81.61413586,52.75587463,490,346,26,27,0.03,0,71.88432727,52.41827393,538,233,32,36,0.01,0.382,,,,,,,,,74.47122083,64.11795044,612,2590,141,147,0.013,0
9/22/2023 22:30,73.02333264,47.51638794,945,0,212,242,0,0,73.94515479,52.89129639,607,680,39,49,0.034,0,81.54174146,52.35151672,488,357,27,27,0.03,0,71.98085315,52.06159973,542,235,31,35,0.007,0.374,,,,,,,,,74.54844153,63.65446472,602,2293,110,114,0.008,0
9/22/2023 22:35,72.95093823,47.05099487,943,0,212,242,0,0,73.89206555,52.86459351,598,636,39,47,0.033,0,81.3486897,51.90519714,565,350,25,26,0.027,0,71.83606433,52.5193634,545,242,28,31,0.01,0.354,,,,,,,,,74.56292041,63.39506531,597,2180,93,97,0.01,0
9/22/2023 22:40,72.85441235,47.47251892,941,0,208,237,0,0,73.87276038,52.21037292,589,596,38,47,0.031,0,81.1845957,53.31472778,691,385,24,25,0.03,0,71.86502209,52.1111908,554,238,30,32,0.009,0.37,,,,,,,,,74.63048853,63.00596619,600,1937,78,81,0.01,0
9/22/2023 22:45,72.98954858,47.18832397,939,0,196,223,0,0,73.86310779,52.34579468,583,566,36,44,0.033,0,81.0301543,55.78283691,713,431,24,26,0.03,0,71.95189539,52.26568604,558,231,29,32,0.006,0.396,,,,,,,,,74.70770923,62.67980957,597,1747,68,75,0.01,0
9/22/2023 22:50,72.75788647,47.24745178,938,0,188,216,0,0,73.79553967,52.5308075,574,546,35,43,0.033,0,80.9481073,53.8526001,723,417,24,26,0.03,0,71.85536951,52.79020691,558,219,28,30,0.01,0.358,,,,,,,,,74.69323035,62.39370728,596,1524,59,69,0.01,0
9/22/2023 22:55,72.95093823,47.50112915,936,0,183,206,0,0,73.76175562,52.30955505,568,529,35,42,0.032,0,80.89019177,54.16159058,740,435,23,24,0.03,0,71.87950098,52.21037292,564,221,29,31,0.005,0.347,75.18068604,64.07217407,842,469,19,19,0.03,0,74.78010364,62.1552887,595,1434,53,65,0.011,0
9/22/2023 23:00,72.83993347,47.21121216,937,0,168,184,0,0,73.74245044,52.21418762,559,505,33,40,0.031,0,80.72127148,52.49647522,755,441,23,25,0.029,0,71.9422428,52.3152771,570,271,29,32,0.005,0.478,75.24342786,64.13893127,848,454,20,21,0.03,0,74.8138877,61.89207458,595,1371,102,113,0.015,0
9/22/2023 23:05,72.84958606,47.61747742,936,0,165,186,0,0,73.67488232,52.5269928,552,468,33,40,0.03,0,80.68748743,51.70492554,767,549,23,24,0.027,0,71.91328503,52.81309509,570,263,30,32,0.006,0.495,74.50983118,64.42121887,846,375,19,20,0.023,0,74.84767175,61.72422791,594,1346,196,207,0.026,0
9/22/2023 23:10,72.95093823,47.21502686,931,0,151,170,0,0,73.71831897,53.95368958,574,440,31,36,0.03,0,80.7116189,51.70492554,797,500,22,23,0.022,0,71.82158545,52.57849121,570,243,26,28,0.002,0.462,,,,,,,,,74.85732434,61.51060486,591,1239,135,142,0.02,0
9/22/2023 23:15,72.69997095,47.38096619,930,0,145,164,0,0,74.03202808,54.57167053,669,447,31,36,0.039,0,,,,,,,,,71.9422428,52.47549438,572,245,27,28,0.001,0.496,,,,,,,,,74.86215063,61.28172302,587,1139,103,107,0.02,0
9/22/2023 23:20,72.87371753,47.48777771,929,0,138,155,0,0,74.16233801,54.74142456,673,424,32,36,0.033,0,,,,,,,,,71.95672168,52.8722229,575,249,28,30,0.002,0.524,,,,,,,,,,,,,,,,
9/22/2023 23:25,72.71927612,46.77824402,926,0,124,138,0,0,74.11407507,54.48965454,659,401,31,35,0.03,0,80.67300854,49.37033081,797,517,21,22,0.03,0,71.94706909,52.78829956,578,234,28,30,0,0.493,,,,,,,,,,,,,,,,
9/22/2023 23:30,72.53105066,47.01094055,920,0,113,131,0,0,74.04650696,54.60218811,622,379,31,36,0.03,0,80.79849219,48.67987061,808,509,20,21,0.03,0,71.93259021,52.79592896,578,231,26,27,0,0.464,73.35152063,63.37980652,829,301,18,19,0.012,0,74.98763428,60.71714783,578,1096,71,76,0.02,0
9/22/2023 23:35,72.70962354,47.21121216,918,0,113,128,0,0,74.0899436,54.54878235,610,389,32,36,0.03,0,80.89019177,49.70030212,818,531,21,22,0.03,0,71.86984839,53.19265747,579,231,26,27,0,0.47,72.16907861,62.02558899,742,210,15,15,0.003,0,75.00693945,60.5397644,585,1089,66,74,0.02,0
9/22/2023 23:40,72.70962354,46.76679993,914,0,103,119,0,0,74.10442249,54.88256836,620,414,31,37,0.04,0,,,,,,,,,71.98085315,52.57658386,587,234,24,25,0,0.488,,,,,,,,,75.00211316,60.43867493,588,1069,61,71,0.02,0
9/22/2023 23:45,72.48278772,46.94418335,912,0,96,107,0,0,74.05133325,55.96975708,620,803,30,36,0.06,0,,,,,,,,,72.03876868,52.97903442,589,252,27,29,0,0.543,,,,,,,,,75.03107092,60.28227234,591,1147,117,125,0.026,0
9/22/2023 23:50,,,,,,,,,74.05615955,56.1471405,629,1081,30,36,0.065,0,,,,,,,,,71.87467468,53.0133667,589,223,27,29,0,0.435,,,,,,,,,75.03589722,60.30325317,594,1196,122,128,0.03,0
9/22/2023 23:55,,,,,,,,,74.09959619,56.04795837,635,1218,31,37,0.064,0,,,,,,,,,72.04842126,53.39483643,602,247,26,28,0,0.524,,,,,,,,,75.06485498,60.14303589,598,1213,188,196,0.03,0
9/23/2023 0:00,,,,,,,,,74.0947699,56.09564209,640,1157,33,40,0.052,0,,,,,,,,,71.93259021,54.17684937,610,252,25,27,0,0.52,,,,,,,,,75.07933386,60.00952148,604,1268,360,382,0.04,0
9/23/2023 0:05,,,,,,,,,74.08029102,56.18910217,653,1285,41,52,0.056,0,81.00119653,52.56704712,918,604,19,20,0.03,0,72.12564197,54.53161621,627,305,24,26,0.007,0.52,,,,,,,,,75.08898645,59.87982178,607,1258,261,274,0.039,0
9/23/2023 0:10,,,,,,,,,74.05133325,56.37220764,646,1067,37,45,0.04,0,81.025328,53.04769897,921,615,19,20,0.03,0,72.08703162,55.10191345,630,286,27,28,0.002,0.475,71.6237074,60.17164612,665,91,14,15,0,0,75.07933386,59.7749176,608,1246,206,217,0.034,0
9/23/2023 0:15,,,,,,,,,74.02720178,56.5629425,633,1029,35,43,0.04,0,81.00602283,53.30328369,925,611,18,19,0.03,0,71.9374165,55.1743927,633,278,28,30,0.003,0.379,71.36791382,60.54167175,648,78,14,15,0,0,75.11311792,59.63568115,610,1252,244,256,0.033,0
9/23/2023 0:20,,,,,,,,,73.99824402,56.65449524,633,1079,35,42,0.042,0,80.97223877,53.2250824,939,623,19,20,0.03,0,71.9422428,54.80627441,636,273,25,26,0.001,0.374,72.14494714,59.99807739,636,91,14,14,0,0,75.10829163,59.51933289,615,1230,266,283,0.032,0
9/23/2023 0:25,,,,,,,,,74.02237549,56.62016296,646,1083,34,39,0.043,0,80.98189136,53.60655212,942,744,18,18,0.03,0,71.92293762,55.30981445,639,264,20,21,0.001,0.325,,,,,,,,,75.11311792,59.46020508,620,1204,215,227,0.03,0
9/23/2023 0:30,,,,,,,,,74.05615955,56.90245056,644,2065,34,41,0.09,0,80.96258618,53.94033813,949,811,17,18,0.03,0,71.80228027,54.95695496,636,242,26,28,0,0.3,72.90267529,59.94848633,658,106,15,15,0,0,75.11311792,59.36865234,625,1154,188,197,0.029,0
9/23/2023 0:35,,,,,,,,,74.06098584,56.9825592,642,2137,34,41,0.081,0,80.93845471,53.61990356,958,812,18,19,0.03,0,71.89397986,54.62698364,640,247,26,28,0,0.304,72.00981091,59.69290161,669,67,15,15,0,0,75.09863904,59.31715393,626,1145,170,178,0.027,0
9/23/2023 0:40,,,,,,,,,74.02720178,56.99591064,636,2253,33,39,0.076,0,80.90467065,53.64279175,966,784,17,18,0.03,0,71.84089063,54.86158752,641,251,26,27,0,0.277,71.01076807,60.30134583,642,40,14,14,0,0,75.11311792,59.17410278,630,1108,154,163,0.022,0
9/23/2023 0:45,,,,,,,,,74.00789661,57.05122375,636,2221,33,39,0.066,0,80.8708866,53.55314636,974,761,17,18,0.03,0,71.81193286,54.82725525,643,238,16,17,0,0.208,71.80228027,59.97137451,632,55,14,15,0,0,75.10829163,59.06156921,629,1055,143,151,0.02,0
9/23/2023 0:50,,,,,,,,,73.97411255,57.11607361,646,2146,32,37,0.064,0,80.88053918,54.12916565,977,776,17,17,0.03,0,71.99533203,54.59455872,648,240,17,19,0,0.299,,,,,,,,,75.12277051,58.96810913,629,1029,131,138,0.02,0
9/23/2023 0:55,,,,,,,,,73.94998108,57.10272217,651,2202,31,35,0.061,0,80.85158142,54.38475037,981,769,16,17,0.03,0,71.87467468,54.79864502,647,240,13,14,0,0.251,,,,,,,,,75.15172827,58.82505798,632,1025,123,128,0.02,0
9/23/2023 1:00,,,,,,,,,73.94032849,56.97874451,664,2324,31,35,0.068,0,80.82744995,53.88883972,999,762,17,17,0.03,0,71.92776392,54.23025513,653,235,12,12,0,0.233,,,,,,,,,75.15172827,58.63813782,634,974,115,121,0.02,0
9/23/2023 1:05,,,,,,,,,73.95480737,56.96539307,683,2204,31,36,0.063,0,80.82262366,54.56213379,1005,774,16,17,0.03,0,71.96154797,54.61935425,659,243,12,13,0,0.263,,,,,,,,,75.19999121,58.50462341,633,963,110,116,0.02,0
9/23/2023 1:10,,,,,,,,,73.96928625,56.92152405,702,2179,29,33,0.061,0,80.76953442,54.5506897,1008,785,16,17,0.03,0,71.85054321,54.39428711,656,224,12,13,0,0.186,,,,,,,,,75.23377527,58.31770325,632,944,102,107,0.02,0
9/23/2023 1:15,,,,,,,,,73.94515479,57.09509277,712,1955,29,32,0.056,0,80.76953442,54.21118164,1042,786,16,16,0.03,0,72.01463721,54.26077271,663,234,16,17,0,0.274,,,,,,,,,75.22894897,58.18800354,631,919,97,101,0.02,0
9/23/2023 1:20,,,,,,,,,73.89689185,57.20381165,711,1957,27,30,0.061,0,80.78401331,54.88638306,1076,798,16,16,0.03,0,71.8601958,54.34660339,659,231,11,11,0,0.192,,,,,,,,,75.19999121,58.1078949,630,906,92,95,0.02,0
9/23/2023 1:25,,,,,,,,,73.88241296,57.1980896,720,1868,27,29,0.06,0,80.7888396,55.21444702,1081,821,16,17,0.03,0,72.00015833,54.25505066,667,227,12,12,0,0.239,,,,,,,,,75.17585974,58.037323,630,882,86,91,0.02,0
9/23/2023 1:30,,,,,,,,,73.84380261,57.32969666,726,1709,26,29,0.058,0,80.7888396,55.24687195,1079,837,16,17,0.03,0,71.89397986,54.62889099,665,237,11,12,0,0.257,,,,,,,,,75.19999121,57.89427185,631,883,82,86,0.02,0
9/23/2023 1:35,,,,,,,,,73.82932373,57.31062317,727,1680,27,28,0.061,0,80.76953442,55.50245667,1078,854,16,17,0.03,0,71.85054321,54.38093567,671,235,12,12,0,0.23,,,,,,,,,75.19033862,57.76838684,632,859,76,80,0.02,0
9/23/2023 1:40,72.35730408,47.61175537,953,0,38,47,0,0,73.83897632,57.19618225,738,1597,26,28,0.061,0,80.75988184,55.79237366,1078,862,16,16,0.03,0,71.88432727,54.22262573,678,246,12,12,0,0.225,71.25208276,60.04003906,661,13,15,16,0,0,75.19999121,57.6882782,633,844,74,78,0.018,0
9/23/2023 1:45,72.52622437,47.67279053,954,0,40,48,0,0,73.85828149,57.4059906,757,1547,28,31,0.06,0,80.74540295,55.96403503,1081,875,16,17,0.03,0,71.91328503,54.48202515,686,243,14,15,0,0.274,,,,,,,,,,,,,,,,
9/23/2023 1:50,72.37178296,47.25126648,955,0,35,42,0,0,73.82932373,57.45939636,764,1470,28,32,0.064,0,,,,,,,,,71.89880615,54.43243408,691,261,21,22,0.004,0.261,,,,,,,,,75.21447009,57.55285645,635,759,64,73,0.011,0
9/23/2023 1:55,72.29456226,47.62129211,960,0,35,41,0,0,73.80036597,57.45558167,761,1602,27,29,0.066,0,80.7067926,56.40463257,1086,896,15,15,0.03,0,71.86984839,54.18638611,701,287,12,12,0.008,0.192,,,,,,,,,,,,,,,,
9/23/2023 2:00,72.42969849,47.54690552,953,0,34,43,0,0,73.79553967,57.44413757,765,1697,25,27,0.075,0,,,,,,,,,71.86984839,54.45722961,710,320,11,12,0.006,0.24,72.52622437,59.82069397,672,46,15,16,0,0,75.2048175,57.39645386,632,740,56,68,0.01,0
9/23/2023 2:05,72.1787312,47.32565308,945,0,32,36,0,0,73.75692932,57.53378296,767,1841,25,29,0.077,0,80.66818225,56.60681152,1078,916,16,16,0.03,0,71.82641174,54.95504761,715,297,11,12,0.004,0.199,72.6613606,60.49208069,697,56,16,16,0,0,75.1275968,57.36021423,632,690,53,66,0.01,0
9/23/2023 2:10,72.21734155,47.68232727,943,0,32,38,0,0,73.74245044,57.64440918,765,1766,24,26,0.072,0,80.64887708,56.73651123,1074,921,16,17,0.03,0,71.92776392,54.70709229,721,292,11,11,0,0.208,72.4972666,60.28990173,737,48,16,16,0,0,75.17585974,57.23623657,632,712,52,65,0.01,0
9/23/2023 2:15,72.38626184,47.87496948,944,0,32,37,0,0,73.76658191,57.48228455,771,1765,23,24,0.072,0,80.6295719,56.81852722,1070,923,16,16,0.03,0,71.8601958,54.92453003,723,319,11,11,0,0.221,,,,,,,,,75.23377527,57.03977966,636,730,51,63,0.01,0
9/23/2023 2:20,72.31386743,47.51257324,946,0,31,35,0,0,73.81484485,57.32778931,793,1755,23,25,0.073,0,80.60061414,56.915802,1067,927,16,16,0.03,0,71.74436475,54.66894531,735,316,11,11,0,0.172,71.44996082,60.11442566,647,15,15,15,0,0,75.14690198,56.97874451,639,687,49,61,0.01,0
9/23/2023 2:25,72.18838379,47.80821228,953,0,29,31,0,0,73.7762345,57.43460083,793,1629,22,25,0.07,0,80.57648267,56.98828125,1064,928,16,17,0.03,0,71.84089063,54.8253479,738,306,11,11,0,0.176,71.89880615,60.21742249,656,30,16,16,0,0,75.16620715,56.90245056,639,704,48,60,0.01,0
9/23/2023 2:30,72.31386743,48.0561676,957,0,28,33,0,0,73.71831897,57.72833252,786,1511,22,23,0.063,0,80.56200378,57.06648254,1059,925,15,16,0.03,0,71.71540698,55.11335754,739,294,12,12,0,0.183,,,,,,,,,75.17103345,56.77084351,640,667,46,57,0.01,0
9/23/2023 2:35,72.34765149,47.79295349,959,0,30,33,0,0,73.65557715,57.70353699,798,1511,22,24,0.07,0,80.52339343,57.14277649,1055,918,16,16,0.03,0,71.9374165,54.89401245,746,319,11,12,0,0.269,72.39591443,62.4223175,748,98,17,18,0,0,75.18551233,56.68882751,639,667,46,56,0.01,0
9/23/2023 2:40,72.11116309,47.94935608,968,0,27,31,0,0,73.64592456,57.65394592,805,1393,21,23,0.064,0,80.50408826,57.18664551,1045,911,15,16,0.03,0,71.74919104,54.83869934,753,347,12,13,0,0.233,,,,,,,,,75.23377527,56.54768372,639,654,44,53,0.01,0
9/23/2023 2:45,72.24147302,48.15916443,973,0,27,28,0,0,73.66040344,57.66729736,804,1360,22,23,0.064,0,80.48960938,57.24386597,1041,904,15,16,0.03,0,71.93259021,55.14578247,763,417,12,12,0,0.403,,,,,,,,,75.23860156,56.5038147,639,659,43,52,0.01,0
